# 红区端口扫描报告
# 扫描开始时间: 2025-12-25 08:54:58
# 扫描结束时间: 2025-12-25 10:28:25
# 扫描用时: 1小时33分钟28秒
# 发现主机数: 513 台
#============================================================

10.32.20.1    7547
10.44.205.226    2000,5060
10.44.205.227    2000,5060
10.44.205.228    2000,5060
10.44.205.229    2000,5060
10.44.205.230    2000,5060
10.44.205.231    2000,5060
10.44.205.232    2000,5060
10.44.205.233    2000,5060
10.44.205.234    2000,5060
10.44.205.235    2000,5060
10.44.205.236    2000,5060
10.44.205.237    2000,5060
10.44.205.238    2000,5060
10.44.205.239    2000,5060
10.44.205.240    2000,5060
10.44.205.241    2000,5060
10.44.205.242    2000,5060
10.44.205.243    2000,5060
10.44.205.244    2000,5060
10.44.205.245    2000,5060
10.44.205.246    2000,5060
10.44.205.247    2000,5060
10.44.205.248    2000,5060
10.44.205.249    2000,5060
10.44.205.250    2000,5060
10.44.205.251    2000,5060
10.44.205.252    2000,5060
10.44.205.253    2000,5060
10.44.205.254    2000,5060
10.44.205.255    2000,5060
